,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
444_2099571,444.2099571,8.731397285,8.683748585,9.124022344,9.293705287,8.976115227,8.958342448,8.276423263,9.332760133,8.641241936,8.448081982,8.463332495,8.729932869,9.198406863,8.748187271,8.578269938,8.277607748,8.266704425,8.199279907,8.538681462,8.286284609,9.119237209,8.567697944,8.619049938,8.384088157,8.758785879,8.884588702,8.57504692,8.82996206,8.475572581,8.692980693,8.590680611,8.730372901,8.353673757,8.985572499,8.423666555,8.62811372,8.791059689,8.633072482,8.41196838,8.72647694,8.825682224,8.57174418,8.990096313,8.375136716,9.06532772,8.227730587,8.51404723,8.78920463,8.829679922,8.728377186,8.812915026,8.848238452,8.635287777,8.370794898,8.932336411,9.197211568,9.059698703,8.540848247,8.135575679,8.561677488,8.639167421,8.446550036,8.01159074,8.505379434,8.199766881,8.895363831,8.786830064,8.525615092,8.819067789,8.7080712,8.678047563,8.464415733,8.831478508,8.693457655,8.949767171,8.530630501,8.664817305,8.239846616,8.815108067,9.179304986,8.420418718,8.648278063,8.285429025,8.243180189,8.672489725,8.760485237,8.607072007,8.96188943,8.445720764,8.981645695,8.362881852,8.622649954,9.036515771,8.186541101,8.505434444,8.441873465,8.8416996,8.677970818,8.742761734,8.630332225,8.645347414,8.591132582,8.444316797,8.695924399,9.384556179,8.972339748,8.387986218,8.640164274,8.549221821,8.588706611,8.747126272,8.542096106,8.532975104,8.728021975,9.218037299,8.856761796,8.636927324,8.610317664,8.392467496,8.435800503,8.412964813,8.565510357,8.517493854,8.486476503,8.863873337,8.425978085,8.48223714,8.617540273,8.671802618,8.804602317,9.117785877,9.159490303,9.12920254,8.069225099,8.729195382,9.044363316,8.58416065,7.998128639,8.87685144,8.568206049,8.697574012,8.840712779,8.818870472,8.609136734,8.281808305
444_2464686,444.2464686,9.000841325,9.019913514,9.643105648,9.593525459,9.362557001,9.473264697,9.246677285,9.550623906,9.212938023,9.347996199,8.930888631,9.26073474,9.513205378,9.240272889,8.97478067,8.469416421,8.656647486,8.826674148,8.876898603,8.929073203,9.4753329,8.946811264,9.012048866,9.140674383,9.189151303,9.232222472,9.309371622,9.371240255,9.61210442,9.286773722,8.900292583,8.770084319,9.037553925,9.398676866,9.094408637,9.13503697,9.160009681,8.789569572,9.447571206,9.141828674,9.550117213,8.966284145,9.249235039,8.787235256,9.303227293,8.629411759,9.121602463,9.335935927,9.430971525,9.312644571,9.107630035,9.163150353,9.280362862,9.134719649,9.313730754,9.386421915,9.420827705,8.991354377,8.634913567,8.939267821,9.255921614,9.390694649,8.688255298,8.881406782,9.313972022,9.210182977,9.163094193,9.061797115,9.134311227,9.120715636,8.89821875,9.082860481,9.062624864,9.098372239,9.331078332,9.167584706,9.169884857,8.723045746,9.206438952,9.342922415,9.152879687,9.423195781,8.631444132,8.542291563,9.105857425,9.228542612,8.861213243,9.359277401,8.987710408,9.340334055,8.882532962,9.342711315,9.526077425,8.549765819,8.941911519,9.03103387,9.029012769,9.157256434,9.168306324,8.953588877,9.047537441,9.050189191,8.963685452,9.14781868,9.554293521,9.452153519,8.907748271,8.945657754,8.932819423,9.093287506,9.29543877,8.848007562,9.265190381,9.126515792,9.45437881,9.277627231,9.092244663,9.363086184,9.014041691,8.943136923,9.13654418,9.261520271,8.797099778,8.936007585,9.285006026,9.181853721,8.809811262,9.256698501,9.097154155,9.20607356,9.664129267,9.321130037,9.760992855,8.655092632,9.010232683,9.636416888,9.237779124,8.420772647,9.150464969,9.220554395,9.126580107,9.186566254,9.184303259,9.497799447,9.05086044
445_0109923,445.0109923,8.7552498,8.381716802,7.915135273,8.728692214,8.429768946,8.847195081,9.012648943,8.681250598,8.855968143,9.084218808,8.633985929,8.834028159,7.841858451,8.96617,8.86508058,9.179541088,9.057451683,9.33581563,9.248305702,8.953994887,8.574017085,8.791087582,8.758252628,8.989482823,8.461891241,8.742235121,8.96942667,9.014769841,8.557081296,9.108662187,8.699331327,8.879316263,8.818559875,8.942367498,8.893806843,8.668682917,9.348313258,8.892381528,8.636858314,8.641888475,8.427253919,9.191974238,9.014876727,9.000560666,8.808294148,9.132390919,9.071235357,8.960796494,8.926556684,8.954866137,8.974673529,8.803962004,8.722384558,8.649361397,9.101414936,8.656485209,8.893190509,8.957700352,8.889943625,9.009974148,8.73197157,8.501257475,8.878103204,8.603612428,8.575427331,9.110628104,8.878642194,8.547736416,8.806031731,9.017968456,8.649981286,9.371771393,9.338284935,8.874005319,8.966880708,8.830011693,8.97541969,9.003079879,8.854800439,8.863750605,8.883327596,8.630582592,9.03172739,8.686872347,9.288838895,9.369508401,9.054756702,8.739504535,8.914371968,8.500110436,9.075538541,8.355072688,8.890843673,9.418357314,8.849054079,8.792928851,8.796263692,8.744812929,8.855897588,8.782312016,8.562264953,8.772109904,9.290366193,8.641495691,9.167937651,9.154594808,8.767220623,8.847611505,8.966667707,9.078006873,8.974465936,9.205419626,8.812066651,9.013397393,8.598991105,9.035130897,8.618611146,8.625170445,8.67948244,8.596366736,8.895707108,8.954994597,9.080555085,9.131665492,8.769559426,9.023221899,9.012403664,8.603385699,9.14589894,9.112740803,8.552273771,8.606431107,8.720884137,8.873395024,9.156531792,8.838195424,8.903934268,8.989223958,8.903767354,8.131874413,9.088809956,8.960605547,8.834027704,8.322868476,9.008715831
445_0305316,445.0305316,8.038741944,8.206318356,7.906552778,7.772251337,10.16219678,7.896408589,8.098544289,7.814855478,8.013293263,8.091915472,8.149332332,8.163994045,7.954825378,8.026259442,7.783087747,7.972764759,7.9278891,7.940882861,7.902867316,8.281126865,7.982589179,8.163846599,8.142699033,8.07042422,8.13323257,8.204703294,8.229748153,7.859269975,8.198104203,8.116334897,8.197304093,8.24540859,8.017686138,7.804519703,8.239653105,8.237782446,7.999381042,7.966940947,8.115107209,8.153841651,8.147436012,8.085597517,8.01474762,8.202691919,8.126378655,8.176750885,8.226893708,8.02344971,7.931086164,8.26794226,7.947619225,8.187217989,8.11344232,8.39121185,7.969690008,8.096901716,7.931643137,8.072505795,8.259234855,8.336827158,7.798017616,10.3249508,7.999779916,7.868877284,8.133274951,7.887291049,8.257469879,8.164834435,8.287362955,8.258934382,8.050222669,8.045463273,7.810227137,7.897533804,7.960129107,7.973718878,8.120608928,8.007075569,8.088412381,8.172829103,8.134790514,7.88674788,7.9260457,7.919384806,7.926782543,7.765990821,8.05474142,8.439860679,8.00006265,8.12220946,8.17035667,8.086445985,7.885897964,7.98399379,7.887259764,10.34193806,8.073296277,8.001421221,8.091862345,8.242893752,8.317277979,8.408383989,8.053190149,8.209627232,7.984950318,7.895149912,8.202511748,8.32194019,8.27150228,8.056360926,8.206147528,8.121276728,8.141292768,7.944296315,8.083412119,8.147806703,8.252579015,8.195627977,8.106554793,7.987234974,8.292339227,8.03446177,8.185243911,8.293832716,8.167252772,8.034529958,8.232610181,8.146226347,8.125206998,8.123585627,7.962877289,7.891018959,8.111312885,8.059440505,8.082585363,8.065055681,8.023289812,8.279497566,8.053955165,8.235907999,8.264474078,8.090157238,8.159153979,7.976898253,8.299696
445_043082,445.043082,9.351359057,8.566682019,8.176619532,8.861742073,8.148805199,9.134380242,8.474493209,8.238950694,8.304474623,8.679141959,8.521974347,9.531921844,7.991753192,9.265331207,8.649705028,8.950845092,8.483235728,8.595601417,8.239433244,9.334295718,8.130532742,8.481538618,8.431492604,8.863965389,8.291971282,8.636905726,8.596672347,8.336416058,8.724762337,9.072405573,9.270328745,8.381004956,8.111850491,8.250452777,8.68327397,8.559390185,9.283707594,8.811179719,8.285822188,9.054821703,8.388629928,8.529563024,8.618491651,8.774888726,8.782738972,8.979649041,8.669977754,7.948645421,8.864494146,8.604144164,8.331451057,8.417953497,9.071526338,8.285614246,8.099200353,8.566926059,7.852389583,8.157684947,8.322876389,8.729425041,8.925506224,7.876829166,8.9067309,9.119244352,8.5561295,8.971091267,8.200744952,8.985661151,8.822806858,9.380121902,8.329106125,9.369104018,8.688493902,9.060881014,9.246291399,9.148258528,8.569925103,8.388149344,8.636421259,8.941781128,9.251131963,8.567437134,8.471474639,8.922830282,9.547338486,8.798490456,8.494542711,9.224646613,8.256904212,8.13644942,8.668696894,8.065988061,8.384330532,8.477112631,9.299489376,8.514070905,9.195172154,8.2224633,8.407330702,8.460467179,8.780790216,9.130032468,8.750011361,9.060787491,7.818121287,8.107295757,9.131576187,9.270633891,8.680886755,8.85922515,8.413442736,8.563993386,8.450235176,7.969210714,8.444431776,8.566796957,8.308967207,9.335873834,8.212172595,9.06873414,8.61057064,9.010045251,8.714678512,8.444650007,8.578688392,8.620626012,8.379277622,8.710550755,8.513475307,8.957994907,8.524256701,8.400132611,8.359822342,8.394589304,8.535662878,8.224668225,8.661581139,8.481780022,8.833610675,8.406286687,8.75780229,8.406556931,8.372420864,8.294473705,8.480544278
445_0530813,445.0530813,8.348452596,7.891030487,8.031193768,8.483257161,8.545875211,8.269636927,7.857956498,8.109635428,8.086555865,7.934042222,7.838434852,8.085376323,7.923873979,8.104001039,8.246039288,8.423904227,8.736076588,8.272105515,8.057914897,7.911385387,8.554260842,7.839302135,7.913571906,7.96054026,8.26016979,8.259738649,7.939870961,8.292313535,7.954072147,7.983028218,7.996661153,8.210015386,7.964780442,8.2354281,8.06388889,7.910382031,8.431595285,8.224239621,8.173806134,8.19625033,7.784798824,7.979965051,8.430824383,7.979783327,8.145964484,7.995838128,8.096389848,8.199290789,8.351438063,7.890393632,8.132434354,8.202516301,8.000630687,7.89050487,8.385070957,8.036987086,8.168839131,8.358724999,8.07801532,7.986395082,8.585756777,8.942258252,8.325703727,8.430645197,8.328321536,8.91269165,8.145222447,7.958653933,8.065886363,8.166962137,8.116833256,8.502851557,8.637913123,8.507976974,8.466536876,8.245594862,7.918152207,7.880268679,7.874126058,8.548302114,7.863467481,7.990157014,8.257914519,8.186393674,8.6025536,8.719472028,8.34394629,8.007970333,7.812722477,8.626401113,7.888292665,8.131887679,7.997415683,8.333980014,8.297098372,8.252675855,8.548146213,8.058894502,8.038956179,7.911152464,7.987108505,7.836365303,7.952160821,8.084141268,9.00089404,8.352081357,7.999355061,7.974020314,7.979105238,8.128082802,8.277854514,8.302776411,8.371527327,8.25289222,8.012943708,8.089641571,8.540607748,8.583265974,7.985332959,8.326597376,7.990387309,8.342577901,8.007846053,7.83958595,8.065467751,7.952890828,7.995399426,7.961792107,8.000907435,8.262805472,8.120371641,8.320644459,8.249147356,7.800615497,8.377119238,8.479829992,7.943479457,7.881570133,8.261376285,10.47193316,7.949388749,8.188569591,7.898616921,8.076251965,7.982633866
445_0876881,445.0876881,8.029257405,7.868901083,7.986534469,8.199932619,10.16219678,8.429378215,7.946094169,7.937508401,7.791136527,7.936296543,7.909291726,8.433928012,7.902763829,8.243256222,7.760401505,7.787600126,7.789086642,9.941527031,7.785121868,7.905275148,7.672267128,8.030042555,7.892343646,7.799322937,7.972075518,7.908846478,7.88788544,7.865948432,7.863199297,7.902435669,8.041281339,7.833112397,7.796382499,7.854388195,7.939247459,7.859059757,8.140763005,7.864541917,7.851063625,8.190356795,8.140466007,7.912393201,7.872401318,7.919796232,8.022446073,7.863255052,7.752060701,7.828285319,7.958433046,8.012793785,7.824167955,7.845076413,7.971087378,7.83560601,7.707598728,7.963374661,7.877250148,7.815175671,7.802825433,7.857048584,7.800218108,10.3249508,7.956803937,7.935175913,7.876156067,7.911518277,8.007304628,8.052298068,7.929355907,7.938520954,7.862314234,7.978987881,8.067976117,8.172399506,8.379394226,7.92166845,7.776803034,7.748928131,8.021274367,7.901386837,7.817917892,8.229397267,7.706094097,7.832967184,7.956809015,7.861336266,7.968069558,8.298582843,7.920264963,7.895710575,8.010263595,7.900881786,7.959473044,7.733935899,8.104664685,10.34193806,8.110454487,7.920687393,7.912921362,8.000648128,7.96028419,8.024311087,7.896696072,7.981757744,7.957300624,7.778591091,8.166221604,8.059548421,7.857630034,7.935641509,7.77766267,7.876550585,7.831443682,7.817345593,8.052941528,7.900714743,7.788625823,8.087723976,7.796480694,7.941734157,7.693697821,10.24850842,7.786509074,7.90359987,7.831363633,7.785193233,7.879992501,8.111767834,7.876672426,7.883901154,8.14366265,7.777846667,7.899075828,10.19958146,7.717445553,7.858977141,7.893032104,7.76005727,7.910003753,10.47193316,7.906160199,7.918236142,7.832187332,8.04130475,7.782593726
445_0999996,445.0999996,7.792427808,8.555820563,7.940274478,7.809032706,10.16219678,7.771362816,8.54250588,8.088580261,8.13450221,8.255072758,8.317103113,7.881481297,7.966644503,7.723501206,7.775854573,7.841244695,8.042232101,7.979906583,8.232257821,7.944405224,8.155291132,8.36971204,8.373483958,7.984160242,8.233557566,8.075865403,8.462196315,8.366394726,8.527476388,8.432970114,8.007598009,8.168151415,8.404751639,7.845816204,8.157829328,8.506552732,7.926582305,8.405120005,8.36498191,7.921815645,8.292284653,8.514423012,7.943151547,8.018173147,8.107520419,8.084353418,8.018484356,7.947419909,7.764747837,7.936653745,8.127299066,8.189221378,7.982446293,8.454937935,8.210581958,8.185470052,8.179742562,8.111888758,8.524582718,8.09871598,7.830913382,8.10844462,7.958569044,7.689356429,7.938961631,7.806221646,8.335260077,8.035034967,8.235000936,7.941547072,8.070847375,7.738485221,7.769153992,7.847501174,7.798662404,7.833974183,8.057314429,8.425821477,8.20205873,8.064033345,7.959656279,7.787897873,7.8180879,7.887723681,7.84390326,7.834990742,7.771182499,8.228446608,8.767303557,7.983373403,8.082965489,7.933742732,8.057271371,7.782002441,7.697030344,10.34193806,7.688818263,7.762891536,8.038092765,8.216595738,7.996566057,8.172380837,8.173401925,7.99420299,7.849579372,8.236132605,8.228242432,8.011111508,8.259280253,8.028759074,8.148600249,7.985609438,7.973106668,8.535432496,7.945789408,8.183323767,8.190445404,7.967175742,8.135939789,7.945520683,8.459087781,7.999324608,8.291783435,8.970945561,8.283674744,8.154907999,8.445811832,8.06118704,8.348236243,8.245156529,7.815687954,7.864769757,7.980908207,8.321471546,8.04162401,8.221244126,8.185796033,8.500573339,7.967832629,8.236895092,8.11174201,7.833852507,8.496061955,7.830188121,8.366524607
445_2362687,445.2362687,9.700160376,10.16477527,8.135156178,9.73443043,7.940970747,9.67272957,9.623042967,9.660490556,10.28302299,9.621780535,9.813989346,9.587753104,8.45639307,8.854758264,9.969469775,9.562984978,9.486996357,9.62524126,10.099061,10.19205276,10.47423217,9.651441674,9.47642134,10.09850972,10.27002733,10.37043686,10.026335,10.05727624,10.24190891,10.24196442,10.15888188,10.44784542,9.79985161,9.941578849,9.974415824,10.53849063,9.849491265,10.29390777,9.411444529,10.04966524,8.392794636,10.00752822,10.3816568,10.2085002,10.55817242,10.24273743,9.865857161,10.13985683,9.862176247,10.09052281,9.649909421,10.6086427,9.650794307,10.48567224,10.70221611,10.27422701,10.30896714,10.00552488,10.42469498,10.43706444,9.201855176,10.05640604,8.997787628,9.54625033,8.930147526,9.483081864,10.20272665,9.705493658,9.925438576,10.80610475,10.66115366,9.203334504,8.922414715,9.806514444,9.632124214,9.394723107,10.33426769,10.1017455,10.58243788,10.23318936,10.18305904,8.602327082,9.445404053,9.156448233,9.721904722,9.448719171,8.966357513,9.80227361,10.04650041,9.75851604,9.954748317,9.600419734,10.13900264,9.472779503,10.09320844,9.507145215,9.835502939,9.275952205,9.745729489,10.40352872,10.1625864,10.34322086,9.719146896,9.881553824,10.06629914,9.88042349,10.13807298,9.613681741,10.14734408,10.33856476,9.958463685,10.52439776,10.46000312,10.44484623,9.543108275,10.19461841,9.798244949,10.21986622,9.548174646,10.76822509,10.16397795,10.43329018,10.35854231,9.898885812,11.27176898,10.29236363,10.36807193,10.14346366,9.75558406,10.19386315,9.023646398,8.458600385,10.11193278,10.32132652,10.30872994,10.42867312,10.56352353,9.959799918,10.34890891,10.99139667,10.78083021,10.32163267,10.29572487,9.884825011,10.14316989
445_9543769,445.9543769,7.717177737,7.806065543,7.845564742,7.724719539,8.046877421,7.721397367,8.376071691,7.968726626,7.843340799,8.243440984,7.998639828,7.820506176,7.832972404,7.775026189,7.778412851,7.765551791,7.844767838,7.954338694,8.083494297,7.778403242,7.925787757,7.993865422,7.968485337,7.935293569,8.012340162,7.785988477,7.953783776,8.108531859,8.082731905,7.900169226,7.766252337,7.866628296,8.205434771,7.826782259,7.904978217,8.06538302,7.680181317,8.101722256,8.253758432,7.693068468,7.805855198,8.000650807,7.812053782,7.931733455,7.749066997,7.974667188,7.951420561,8.05890571,7.802702206,7.93468979,7.93382989,7.839521774,7.741657406,8.294291628,7.934671263,7.818713694,7.941574144,8.011725443,8.351343677,7.927819739,7.847327425,7.972092971,8.014612674,7.817888723,7.895716274,7.883104988,7.840961902,7.952220482,7.876707549,7.817886816,8.04906391,7.797864322,7.834090684,7.861503125,7.780499029,7.787340208,7.961263493,8.402033114,7.893174818,7.934794908,7.853647375,7.752959764,7.915027042,7.958514676,7.809511293,7.852693356,7.928955174,7.720704933,8.211981816,7.889640768,8.069103717,8.094655766,7.968198005,7.841839066,7.753588743,10.34193806,7.656557024,7.770213807,7.773612183,7.960324406,7.795184731,7.82163882,7.847106703,7.909936698,7.718937995,7.869203573,7.855731168,7.996180101,8.101901404,7.814787656,7.877691117,7.91214655,7.935362464,8.250304961,7.851111972,8.010281674,7.940389497,7.805986309,8.01807747,10.08811758,8.071273894,8.036732778,7.894529906,8.091227707,7.87466372,8.035976875,7.943833844,7.851946024,7.91530515,7.733261611,7.728597447,7.837769947,7.720387765,7.957526007,7.817848256,7.916127285,8.109199996,8.306175852,7.745399298,8.101324694,7.920311011,7.747372211,7.892940288,7.807727389,8.099005306
445_9758948,445.9758948,7.954221632,7.700471702,10.32845648,7.888724047,7.974978654,7.753183785,8.220821441,7.87611488,7.94414442,7.955391185,7.813810936,7.81750747,10.30511387,7.72810843,8.250902672,8.077091498,7.828861292,8.008318227,8.098355633,7.947117483,7.999395993,7.932680815,7.844653468,8.067350892,7.810714407,7.795231108,7.997428296,7.874003889,7.906304088,7.901797777,7.931528751,7.804422608,7.857996555,7.874558283,7.816573816,7.740177952,7.818666241,7.863329034,8.110715068,7.723065757,7.779251068,7.916917163,7.786799913,7.951865669,7.787005887,7.895863971,7.981664018,7.858099468,7.820647328,7.896640383,7.953024846,7.800690969,7.922334523,7.851185116,7.916686698,7.79498392,7.872455286,7.990748975,7.897377962,7.973377461,7.999539142,7.938580342,8.067781705,7.724938523,7.798205353,7.889353825,7.764322229,7.907096771,7.728889824,7.879019173,7.809789439,8.012088338,7.885756344,7.871511321,7.757602624,7.934876776,7.863622433,8.11210671,7.788572875,7.804116481,8.035747422,7.70112822,8.370024397,8.183101849,7.765391119,7.853700029,7.821266771,7.731787151,7.967118983,7.975091383,7.933480171,7.739101275,7.950528648,7.960902483,7.864388962,7.948097938,7.807528856,7.753895967,7.811509267,7.842405472,7.769726971,7.762874651,7.818696291,7.941921526,7.86975644,7.922839741,7.801348899,7.955730558,7.88642469,7.780201184,7.956501616,7.848574799,7.980161269,7.938074663,7.746183791,7.799720369,7.953134281,7.836944271,7.795116226,7.833285433,7.927418943,7.802309276,8.109511361,7.860857531,7.75395639,7.970900341,7.837495673,7.8238857,7.922632691,7.721118745,7.718992561,7.805962965,7.846340553,7.918817647,7.97972014,7.853475792,7.904024901,8.014480349,7.767035725,10.47193316,7.805025204,7.858498287,7.864954244,7.76027823,7.908287686
